entity_id,entity_type,entity_value,query_id
ENTITY_0598,actions,snatched,QUERY_046
ENTITY_0599,actions,seized,QUERY_046
ENTITY_0600,actions,forcibly taken,QUERY_046
ENTITY_0601,circumstances,suddenly,QUERY_046
ENTITY_0602,circumstances,quickly,QUERY_046
ENTITY_0603,circumstances,ran away,QUERY_046
ENTITY_0604,persons,accused,QUERY_046
ENTITY_0605,persons,victim,QUERY_046
ENTITY_0606,objects,phone,QUERY_047
ENTITY_0607,locations,street,QUERY_047
ENTITY_0608,actions,grabbed,QUERY_047
ENTITY_0609,actions,snatched,QUERY_047
ENTITY_0610,actions,seized,QUERY_047
ENTITY_0611,actions,forcibly taken,QUERY_047
ENTITY_0612,circumstances,suddenly,QUERY_047
ENTITY_0613,circumstances,quickly,QUERY_047
ENTITY_0614,circumstances,ran away,QUERY_047
ENTITY_0615,persons,accused,QUERY_047
ENTITY_0616,persons,victim,QUERY_047
ENTITY_0617,objects,chain,QUERY_048
ENTITY_0618,locations,street,QUERY_048
ENTITY_0619,actions,grabbed,QUERY_048
ENTITY_0620,actions,snatched,QUERY_048
ENTITY_0621,actions,seized,QUERY_048
ENTITY_0622,actions,forcibly taken,QUERY_048
ENTITY_0623,circumstances,suddenly,QUERY_048
ENTITY_0624,circumstances,quickly,QUERY_048
ENTITY_0625,circumstances,ran away,QUERY_048
ENTITY_0626,persons,accused,QUERY_048
ENTITY_0627,persons,victim,QUERY_048
ENTITY_0628,objects,bag,QUERY_049
ENTITY_0629,locations,street,QUERY_049
ENTITY_0630,actions,grabbed,QUERY_049
ENTITY_0631,actions,snatched,QUERY_049
ENTITY_0632,actions,seized,QUERY_049
ENTITY_0633,actions,forcibly taken,QUERY_049
ENTITY_0634,circumstances,suddenly,QUERY_049
ENTITY_0635,circumstances,quickly,QUERY_049
ENTITY_0636,circumstances,ran away,QUERY_049
ENTITY_0637,persons,accused,QUERY_049
ENTITY_0638,persons,victim,QUERY_049
ENTITY_0639,objects,bag,QUERY_050
ENTITY_0640,locations,bus stop,QUERY_050
ENTITY_0641,actions,grabbed,QUERY_050
ENTITY_0642,actions,snatched,QUERY_050
ENTITY_0643,actions,seized,QUERY_050
ENTITY_0644,actions,forcibly taken,QUERY_050
ENTITY_0645,circumstances,suddenly,QUERY_050
ENTITY_0646,circumstances,quickly,QUERY_050
ENTITY_0647,circumstances,ran away,QUERY_050
ENTITY_0648,persons,accused,QUERY_050
ENTITY_0649,persons,victim,QUERY_050
ENTITY_0650,objects,bag,QUERY_051
ENTITY_0651,locations,bus stop,QUERY_051
ENTITY_0652,actions,grabbed,QUERY_051
ENTITY_0653,actions,snatched,QUERY_051
ENTITY_0654,actions,seized,QUERY_051
ENTITY_0655,actions,forcibly taken,QUERY_051
ENTITY_0656,circumstances,suddenly,QUERY_051
ENTITY_0657,circumstances,quickly,QUERY_051
ENTITY_0658,circumstances,ran away,QUERY_051
ENTITY_0659,persons,accused,QUERY_051
ENTITY_0660,persons,victim,QUERY_051
ENTITY_0661,objects,bag,QUERY_052
ENTITY_0662,locations,bus stop,QUERY_052
ENTITY_0663,actions,grabbed,QUERY_052
ENTITY_0664,actions,snatched,QUERY_052
ENTITY_0665,actions,seized,QUERY_052
ENTITY_0666,actions,forcibly taken,QUERY_052
ENTITY_0667,circumstances,suddenly,QUERY_052
ENTITY_0668,circumstances,quickly,QUERY_052
ENTITY_0669,circumstances,ran away,QUERY_052
ENTITY_0670,persons,accused,QUERY_052
ENTITY_0671,persons,victim,QUERY_052
ENTITY_0672,objects,phone,QUERY_053
ENTITY_0673,locations,street,QUERY_053
ENTITY_0674,actions,grabbed,QUERY_053
ENTITY_0675,actions,snatched,QUERY_053
ENTITY_0676,actions,seized,QUERY_053
ENTITY_0677,actions,forcibly taken,QUERY_053
ENTITY_0678,circumstances,suddenly,QUERY_053
ENTITY_0679,circumstances,quickly,QUERY_053
ENTITY_0680,circumstances,ran away,QUERY_053
ENTITY_0681,persons,accused,QUERY_053
ENTITY_0682,persons,victim,QUERY_053
ENTITY_0683,objects,bag,QUERY_054
ENTITY_0684,locations,bus stop,QUERY_054
ENTITY_0685,actions,grabbed,QUERY_054
ENTITY_0686,actions,snatched,QUERY_054
ENTITY_0687,actions,seized,QUERY_054
ENTITY_0688,actions,forcibly taken,QUERY_054
ENTITY_0689,circumstances,suddenly,QUERY_054
ENTITY_0690,circumstances,quickly,QUERY_054
ENTITY_0691,circumstances,ran away,QUERY_054
ENTITY_0692,persons,accused,QUERY_054
ENTITY_0693,persons,victim,QUERY_054
ENTITY_0694,objects,purse,QUERY_055
ENTITY_0695,locations,market,QUERY_055
ENTITY_0696,actions,grabbed,QUERY_055
ENTITY_0697,actions,snatched,QUERY_055
ENTITY_0698,actions,seized,QUERY_055
ENTITY_0699,actions,forcibly taken,QUERY_055
ENTITY_0700,circumstances,suddenly,QUERY_055
ENTITY_0701,circumstances,quickly,QUERY_055
ENTITY_0702,circumstances,ran away,QUERY_055
ENTITY_0703,persons,accused,QUERY_055
ENTITY_0704,persons,victim,QUERY_055
ENTITY_0705,objects,purse,QUERY_056
ENTITY_0706,locations,street,QUERY_056
ENTITY_0707,actions,grabbed,QUERY_056
ENTITY_0708,actions,snatched,QUERY_056
ENTITY_0709,actions,seized,QUERY_056
ENTITY_0710,actions,forcibly taken,QUERY_056
ENTITY_0711,circumstances,suddenly,QUERY_056
ENTITY_0712,circumstances,quickly,QUERY_056
ENTITY_0713,circumstances,ran away,QUERY_056
ENTITY_0714,persons,accused,QUERY_056
ENTITY_0715,persons,victim,QUERY_056
ENTITY_0716,objects,phone,QUERY_057
ENTITY_0717,locations,bus stop,QUERY_057
ENTITY_0718,actions,grabbed,QUERY_057
ENTITY_0719,actions,snatched,QUERY_057
ENTITY_0720,actions,seized,QUERY_057
ENTITY_0721,actions,forcibly taken,QUERY_057
ENTITY_0722,circumstances,suddenly,QUERY_057
ENTITY_0723,circumstances,quickly,QUERY_057
ENTITY_0724,circumstances,ran away,QUERY_057
ENTITY_0725,persons,accused,QUERY_057
ENTITY_0726,persons,victim,QUERY_057
ENTITY_0727,objects,purse,QUERY_058
ENTITY_0728,locations,bus stop,QUERY_058
ENTITY_0729,actions,grabbed,QUERY_058
ENTITY_0730,actions,snatched,QUERY_058
ENTITY_0731,actions,seized,QUERY_058
ENTITY_0732,actions,forcibly taken,QUERY_058
ENTITY_0733,circumstances,suddenly,QUERY_058
ENTITY_0734,circumstances,quickly,QUERY_058
ENTITY_0735,circumstances,ran away,QUERY_058
ENTITY_0736,persons,accused,QUERY_058
ENTITY_0737,persons,victim,QUERY_058
ENTITY_0738,objects,bag,QUERY_059
ENTITY_0739,locations,bus stop,QUERY_059
ENTITY_0740,actions,grabbed,QUERY_059
ENTITY_0741,actions,snatched,QUERY_059
ENTITY_0742,actions,seized,QUERY_059
ENTITY_0743,actions,forcibly taken,QUERY_059
ENTITY_0744,circumstances,suddenly,QUERY_059
ENTITY_0745,circumstances,quickly,QUERY_059
ENTITY_0746,circumstances,ran away,QUERY_059
ENTITY_0747,persons,accused,QUERY_059
ENTITY_0748,persons,victim,QUERY_059
ENTITY_0749,objects,chain,QUERY_060
ENTITY_0750,locations,street,QUERY_060
ENTITY_0751,actions,grabbed,QUERY_060
ENTITY_0752,actions,snatched,QUERY_060
ENTITY_0753,actions,seized,QUERY_060
ENTITY_0754,actions,forcibly taken,QUERY_060
ENTITY_0755,circumstances,suddenly,QUERY_060
ENTITY_0756,circumstances,quickly,QUERY_060
ENTITY_0757,circumstances,ran away,QUERY_060
ENTITY_0758,persons,accused,QUERY_060
ENTITY_0759,persons,victim,QUERY_060
ENTITY_0760,objects,purse,QUERY_061
ENTITY_0761,locations,bus stop,QUERY_061
ENTITY_0762,actions,grabbed,QUERY_061
ENTITY_0763,actions,snatched,QUERY_061
ENTITY_0764,actions,seized,QUERY_061
ENTITY_0765,actions,forcibly taken,QUERY_061
ENTITY_0766,circumstances,suddenly,QUERY_061
ENTITY_0767,circumstances,quickly,QUERY_061
ENTITY_0768,circumstances,ran away,QUERY_061
ENTITY_0769,persons,accused,QUERY_061
ENTITY_0770,persons,victim,QUERY_061
ENTITY_0771,objects,phone,QUERY_062
ENTITY_0772,locations,bus stop,QUERY_062
ENTITY_0773,actions,grabbed,QUERY_062
ENTITY_0774,actions,snatched,QUERY_062
ENTITY_0775,actions,seized,QUERY_062
ENTITY_0776,actions,forcibly taken,QUERY_062
ENTITY_0777,circumstances,suddenly,QUERY_062
ENTITY_0778,circumstances,quickly,QUERY_062
ENTITY_0779,circumstances,ran away,QUERY_062
ENTITY_0780,persons,accused,QUERY_062
ENTITY_0781,persons,victim,QUERY_062
ENTITY_0782,objects,chain,QUERY_063
ENTITY_0783,locations,market,QUERY_063
ENTITY_0784,actions,grabbed,QUERY_063
ENTITY_0785,actions,snatched,QUERY_063
ENTITY_0786,actions,seized,QUERY_063
ENTITY_0787,actions,forcibly taken,QUERY_063
ENTITY_0788,circumstances,suddenly,QUERY_063
ENTITY_0789,circumstances,quickly,QUERY_063
ENTITY_0790,circumstances,ran away,QUERY_063
ENTITY_0791,persons,accused,QUERY_063
ENTITY_0792,persons,victim,QUERY_063
ENTITY_0793,objects,bag,QUERY_064
ENTITY_0794,locations,street,QUERY_064
ENTITY_0795,actions,grabbed,QUERY_064
ENTITY_0796,actions,snatched,QUERY_064
ENTITY_0797,actions,seized,QUERY_064
ENTITY_0798,actions,forcibly taken,QUERY_064
ENTITY_0799,circumstances,suddenly,QUERY_064
ENTITY_0800,circumstances,quickly,QUERY_064
ENTITY_0801,circumstances,ran away,QUERY_064
ENTITY_0802,persons,accused,QUERY_064
ENTITY_0803,persons,victim,QUERY_064
ENTITY_0804,objects,phone,QUERY_065
ENTITY_0805,locations,street,QUERY_065
ENTITY_0806,actions,grabbed,QUERY_065
ENTITY_0807,actions,snatched,QUERY_065
ENTITY_0808,actions,seized,QUERY_065
ENTITY_0809,actions,forcibly taken,QUERY_065
ENTITY_0810,circumstances,suddenly,QUERY_065
ENTITY_0811,circumstances,quickly,QUERY_065
ENTITY_0812,circumstances,ran away,QUERY_065
ENTITY_0813,persons,accused,QUERY_065
ENTITY_0814,persons,victim,QUERY_065
ENTITY_0815,objects,purse,QUERY_066
ENTITY_0816,locations,street,QUERY_066
ENTITY_0817,actions,grabbed,QUERY_066
ENTITY_0818,actions,snatched,QUERY_066
ENTITY_0819,actions,seized,QUERY_066
ENTITY_0820,actions,forcibly taken,QUERY_066
ENTITY_0821,circumstances,suddenly,QUERY_066
ENTITY_0822,circumstances,quickly,QUERY_066
ENTITY_0823,circumstances,ran away,QUERY_066
ENTITY_0824,persons,accused,QUERY_066
ENTITY_0825,persons,victim,QUERY_066
ENTITY_0826,objects,valuables,QUERY_067
ENTITY_0827,locations,home,QUERY_067
ENTITY_0828,locations,dwelling house,QUERY_067
ENTITY_0829,actions,entered,QUERY_067
ENTITY_0830,actions,stole,QUERY_067
ENTITY_0831,actions,taken,QUERY_067
ENTITY_0832,actions,broke into,QUERY_067
ENTITY_0833,actions,removed,QUERY_067
ENTITY_0834,circumstances,not at home,QUERY_067
ENTITY_0835,circumstances,without permission,QUERY_067
ENTITY_0836,persons,accused,QUERY_067
ENTITY_0837,persons,victim,QUERY_067
ENTITY_0838,objects,valuables,QUERY_068
ENTITY_0839,locations,home,QUERY_068
ENTITY_0840,locations,dwelling house,QUERY_068
ENTITY_0841,actions,entered,QUERY_068
ENTITY_0842,actions,stole,QUERY_068
ENTITY_0843,actions,taken,QUERY_068
ENTITY_0844,actions,broke into,QUERY_068
ENTITY_0845,actions,removed,QUERY_068
ENTITY_0846,circumstances,not at home,QUERY_068
ENTITY_0847,circumstances,without permission,QUERY_068
ENTITY_0848,persons,accused,QUERY_068
ENTITY_0849,persons,victim,QUERY_068
ENTITY_0850,objects,jewelry,QUERY_069
ENTITY_0851,locations,house,QUERY_069
ENTITY_0852,locations,dwelling house,QUERY_069
ENTITY_0853,actions,entered,QUERY_069
ENTITY_0854,actions,stole,QUERY_069
ENTITY_0855,actions,taken,QUERY_069
ENTITY_0856,actions,broke into,QUERY_069
ENTITY_0857,actions,removed,QUERY_069
ENTITY_0858,circumstances,not at home,QUERY_069
ENTITY_0859,circumstances,without permission,QUERY_069
ENTITY_0860,persons,accused,QUERY_069
ENTITY_0861,persons,victim,QUERY_069
ENTITY_0862,objects,jewelry,QUERY_070
ENTITY_0863,locations,room,QUERY_070
ENTITY_0864,locations,dwelling house,QUERY_070
ENTITY_0865,actions,entered,QUERY_070
ENTITY_0866,actions,stole,QUERY_070
ENTITY_0867,actions,taken,QUERY_070
ENTITY_0868,actions,broke into,QUERY_070
ENTITY_0869,actions,removed,QUERY_070
ENTITY_0870,circumstances,not at home,QUERY_070
ENTITY_0871,circumstances,without permission,QUERY_070
ENTITY_0872,persons,accused,QUERY_070
ENTITY_0873,persons,victim,QUERY_070
ENTITY_0874,objects,electronics,QUERY_071
ENTITY_0875,locations,apartment,QUERY_071
ENTITY_0876,locations,dwelling house,QUERY_071
ENTITY_0877,actions,entered,QUERY_071
ENTITY_0878,actions,stole,QUERY_071
ENTITY_0879,actions,taken,QUERY_071
ENTITY_0880,actions,broke into,QUERY_071
ENTITY_0881,actions,removed,QUERY_071
ENTITY_0882,circumstances,not at home,QUERY_071
ENTITY_0883,circumstances,without permission,QUERY_071
ENTITY_0884,persons,accused,QUERY_071
ENTITY_0885,persons,victim,QUERY_071
ENTITY_0886,objects,jewelry,QUERY_072
ENTITY_0887,locations,home,QUERY_072
ENTITY_0888,locations,dwelling house,QUERY_072
ENTITY_0889,actions,entered,QUERY_072
ENTITY_0890,actions,stole,QUERY_072
ENTITY_0891,actions,taken,QUERY_072
ENTITY_0892,actions,broke into,QUERY_072
ENTITY_0893,actions,removed,QUERY_072
ENTITY_0894,circumstances,not at home,QUERY_072
ENTITY_0895,circumstances,without permission,QUERY_072
ENTITY_0896,persons,accused,QUERY_072
ENTITY_0897,persons,victim,QUERY_072
ENTITY_0898,objects,valuables,QUERY_073
ENTITY_0899,locations,building,QUERY_073
ENTITY_0900,locations,dwelling house,QUERY_073
ENTITY_0901,actions,entered,QUERY_073
ENTITY_0902,actions,stole,QUERY_073
ENTITY_0903,actions,taken,QUERY_073
ENTITY_0904,actions,broke into,QUERY_073
ENTITY_0905,actions,removed,QUERY_073
ENTITY_0906,circumstances,not at home,QUERY_073
ENTITY_0907,circumstances,without permission,QUERY_073
ENTITY_0908,persons,accused,QUERY_073
ENTITY_0909,persons,victim,QUERY_073
ENTITY_0910,objects,money,QUERY_074
ENTITY_0911,locations,house,QUERY_074
ENTITY_0912,locations,dwelling house,QUERY_074
ENTITY_0913,actions,entered,QUERY_074
ENTITY_0914,actions,stole,QUERY_074
ENTITY_0915,actions,taken,QUERY_074
ENTITY_0916,actions,broke into,QUERY_074
ENTITY_0917,actions,removed,QUERY_074
ENTITY_0918,circumstances,not at home,QUERY_074
ENTITY_0919,circumstances,without permission,QUERY_074
ENTITY_0920,persons,accused,QUERY_074
ENTITY_0921,persons,victim,QUERY_074
ENTITY_0922,objects,valuables,QUERY_075
ENTITY_0923,locations,apartment,QUERY_075
ENTITY_0924,locations,dwelling house,QUERY_075
ENTITY_0925,actions,entered,QUERY_075
ENTITY_0926,actions,stole,QUERY_075
ENTITY_0927,actions,taken,QUERY_075
ENTITY_0928,actions,broke into,QUERY_075
ENTITY_0929,actions,removed,QUERY_075
ENTITY_0930,circumstances,not at home,QUERY_075
ENTITY_0931,circumstances,without permission,QUERY_075
ENTITY_0932,persons,accused,QUERY_075
ENTITY_0933,persons,victim,QUERY_075
ENTITY_0934,objects,money,QUERY_076
ENTITY_0935,locations,house,QUERY_076
ENTITY_0936,locations,dwelling house,QUERY_076
ENTITY_0937,actions,entered,QUERY_076
ENTITY_0938,actions,stole,QUERY_076
ENTITY_0939,actions,taken,QUERY_076
ENTITY_0940,actions,broke into,QUERY_076
ENTITY_0941,actions,removed,QUERY_076
ENTITY_0942,circumstances,not at home,QUERY_076
ENTITY_0943,circumstances,without permission,QUERY_076
ENTITY_0944,persons,accused,QUERY_076
ENTITY_0945,persons,victim,QUERY_076
ENTITY_0946,objects,jewelry,QUERY_077
ENTITY_0947,locations,apartment,QUERY_077
ENTITY_0948,locations,dwelling house,QUERY_077
ENTITY_0949,actions,entered,QUERY_077
ENTITY_0950,actions,stole,QUERY_077
ENTITY_0951,actions,taken,QUERY_077
ENTITY_0952,actions,broke into,QUERY_077
ENTITY_0953,actions,removed,QUERY_077
ENTITY_0954,circumstances,not at home,QUERY_077
ENTITY_0955,circumstances,without permission,QUERY_077
ENTITY_0956,persons,accused,QUERY_077
ENTITY_0957,persons,victim,QUERY_077
ENTITY_0958,objects,jewelry,QUERY_078
ENTITY_0959,locations,room,QUERY_078
ENTITY_0960,locations,dwelling house,QUERY_078
ENTITY_0961,actions,entered,QUERY_078
ENTITY_0962,actions,stole,QUERY_078
ENTITY_0963,actions,taken,QUERY_078
ENTITY_0964,actions,broke into,QUERY_078
ENTITY_0965,actions,removed,QUERY_078
ENTITY_0966,circumstances,not at home,QUERY_078
ENTITY_0967,circumstances,without permission,QUERY_078
ENTITY_0968,persons,accused,QUERY_078
ENTITY_0969,persons,victim,QUERY_078
ENTITY_0970,objects,electronics,QUERY_079
ENTITY_0971,locations,home,QUERY_079
ENTITY_0972,locations,dwelling house,QUERY_079
ENTITY_0973,actions,entered,QUERY_079
ENTITY_0974,actions,stole,QUERY_079
ENTITY_0975,actions,taken,QUERY_079
ENTITY_0976,actions,broke into,QUERY_079
ENTITY_0977,actions,removed,QUERY_079
ENTITY_0978,circumstances,not at home,QUERY_079
ENTITY_0979,circumstances,without permission,QUERY_079
ENTITY_0980,persons,accused,QUERY_079
ENTITY_0981,persons,victim,QUERY_079
ENTITY_0982,objects,valuables,QUERY_080
ENTITY_0983,locations,apartment,QUERY_080
ENTITY_0984,locations,dwelling house,QUERY_080
ENTITY_0985,actions,entered,QUERY_080
ENTITY_0986,actions,stole,QUERY_080
ENTITY_0987,actions,taken,QUERY_080
ENTITY_0988,actions,broke into,QUERY_080
ENTITY_0989,actions,removed,QUERY_080
ENTITY_0990,circumstances,not at home,QUERY_080
ENTITY_0991,circumstances,without permission,QUERY_080
ENTITY_0992,persons,accused,QUERY_080
ENTITY_0993,persons,victim,QUERY_080
ENTITY_0994,objects,electronics,QUERY_081
ENTITY_0995,locations,apartment,QUERY_081
ENTITY_0996,locations,dwelling house,QUERY_081
ENTITY_0997,actions,entered,QUERY_081
ENTITY_0998,actions,stole,QUERY_081
ENTITY_0999,actions,taken,QUERY_081
ENTITY_1000,actions,broke into,QUERY_081
ENTITY_1001,actions,removed,QUERY_081
ENTITY_1002,circumstances,not at home,QUERY_081
ENTITY_1003,circumstances,without permission,QUERY_081
ENTITY_1004,persons,accused,QUERY_081
ENTITY_1005,persons,victim,QUERY_081
ENTITY_1006,objects,money,QUERY_082
ENTITY_1007,locations,room,QUERY_082
ENTITY_1008,locations,dwelling house,QUERY_082
ENTITY_1009,actions,entered,QUERY_082
ENTITY_1010,actions,stole,QUERY_082
ENTITY_1011,actions,taken,QUERY_082
ENTITY_1012,actions,broke into,QUERY_082
ENTITY_1013,actions,removed,QUERY_082
ENTITY_1014,circumstances,not at home,QUERY_082
ENTITY_1015,circumstances,without permission,QUERY_082
ENTITY_1016,persons,accused,QUERY_082
ENTITY_1017,persons,victim,QUERY_082
ENTITY_1018,objects,money,QUERY_083
ENTITY_1019,locations,home,QUERY_083
ENTITY_1020,locations,dwelling house,QUERY_083
ENTITY_1021,actions,entered,QUERY_083
ENTITY_1022,actions,stole,QUERY_083
ENTITY_1023,actions,taken,QUERY_083
ENTITY_1024,actions,broke into,QUERY_083
ENTITY_1025,actions,removed,QUERY_083
ENTITY_1026,circumstances,not at home,QUERY_083
ENTITY_1027,circumstances,without permission,QUERY_083
ENTITY_1028,persons,accused,QUERY_083
ENTITY_1029,persons,victim,QUERY_083
ENTITY_1030,objects,jewelry,QUERY_084
ENTITY_1031,locations,house,QUERY_084
ENTITY_1032,locations,dwelling house,QUERY_084
ENTITY_1033,actions,entered,QUERY_084
ENTITY_1034,actions,stole,QUERY_084
ENTITY_1035,actions,taken,QUERY_084
ENTITY_1036,actions,broke into,QUERY_084
ENTITY_1037,actions,removed,QUERY_084
ENTITY_1038,circumstances,not at home,QUERY_084
ENTITY_1039,circumstances,without permission,QUERY_084
ENTITY_1040,persons,accused,QUERY_084
ENTITY_1041,persons,victim,QUERY_084
ENTITY_1042,objects,money,QUERY_085
ENTITY_1043,locations,house,QUERY_085
ENTITY_1044,locations,dwelling house,QUERY_085
ENTITY_1045,actions,entered,QUERY_085
ENTITY_1046,actions,stole,QUERY_085
ENTITY_1047,actions,taken,QUERY_085
ENTITY_1048,actions,broke into,QUERY_085
ENTITY_1049,actions,removed,QUERY_085
ENTITY_1050,circumstances,not at home,QUERY_085
ENTITY_1051,circumstances,without permission,QUERY_085
ENTITY_1052,persons,accused,QUERY_085
ENTITY_1053,persons,victim,QUERY_085
ENTITY_1054,objects,jewelry,QUERY_086
ENTITY_1055,locations,apartment,QUERY_086
ENTITY_1056,locations,dwelling house,QUERY_086
ENTITY_1057,actions,entered,QUERY_086
ENTITY_1058,actions,stole,QUERY_086
ENTITY_1059,actions,taken,QUERY_086
ENTITY_1060,actions,broke into,QUERY_086
ENTITY_1061,actions,removed,QUERY_086
ENTITY_1062,circumstances,not at home,QUERY_086
ENTITY_1063,circumstances,without permission,QUERY_086
ENTITY_1064,persons,accused,QUERY_086
ENTITY_1065,persons,victim,QUERY_086
ENTITY_1066,objects,jewelry,QUERY_087
ENTITY_1067,locations,house,QUERY_087
ENTITY_1068,locations,dwelling house,QUERY_087
ENTITY_1069,actions,entered,QUERY_087
ENTITY_1070,actions,stole,QUERY_087
ENTITY_1071,actions,taken,QUERY_087
ENTITY_1072,actions,broke into,QUERY_087
ENTITY_1073,actions,removed,QUERY_087
ENTITY_1074,circumstances,not at home,QUERY_087
ENTITY_1075,circumstances,without permission,QUERY_087
ENTITY_1076,persons,accused,QUERY_087
ENTITY_1077,persons,victim,QUERY_087
ENTITY_1078,objects,money,QUERY_088
ENTITY_1079,locations,building,QUERY_088
ENTITY_1080,locations,dwelling house,QUERY_088
ENTITY_1081,actions,entered,QUERY_088
ENTITY_1082,actions,stole,QUERY_088
ENTITY_1083,actions,taken,QUERY_088
ENTITY_1084,actions,broke into,QUERY_088
ENTITY_1085,actions,removed,QUERY_088
ENTITY_1086,circumstances,not at home,QUERY_088
ENTITY_1087,circumstances,without permission,QUERY_088
ENTITY_1088,persons,accused,QUERY_088
ENTITY_1089,persons,victim,QUERY_088
ENTITY_1090,objects,money,QUERY_089
ENTITY_1091,locations,apartment,QUERY_089
ENTITY_1092,locations,dwelling house,QUERY_089
ENTITY_1093,actions,entered,QUERY_089
ENTITY_1094,actions,stole,QUERY_089
ENTITY_1095,actions,taken,QUERY_089
ENTITY_1096,actions,broke into,QUERY_089
ENTITY_1097,actions,removed,QUERY_089
ENTITY_1098,circumstances,not at home,QUERY_089
ENTITY_1099,circumstances,without permission,QUERY_089
ENTITY_1100,persons,accused,QUERY_089
ENTITY_1101,persons,victim,QUERY_089
ENTITY_1102,objects,electronics,QUERY_090
ENTITY_1103,locations,room,QUERY_090
ENTITY_1104,locations,dwelling house,QUERY_090
ENTITY_1105,actions,entered,QUERY_090
ENTITY_1106,actions,stole,QUERY_090
ENTITY_1107,actions,taken,QUERY_090
ENTITY_1108,actions,broke into,QUERY_090
ENTITY_1109,actions,removed,QUERY_090
ENTITY_1110,circumstances,not at home,QUERY_090
ENTITY_1111,circumstances,without permission,QUERY_090
ENTITY_1112,persons,accused,QUERY_090
ENTITY_1113,persons,victim,QUERY_090
ENTITY_1114,objects,electronics,QUERY_091
ENTITY_1115,locations,room,QUERY_091
ENTITY_1116,locations,dwelling house,QUERY_091
ENTITY_1117,actions,entered,QUERY_091
ENTITY_1118,actions,stole,QUERY_091
ENTITY_1119,actions,taken,QUERY_091
ENTITY_1120,actions,broke into,QUERY_091
ENTITY_1121,actions,removed,QUERY_091
ENTITY_1122,circumstances,not at home,QUERY_091
ENTITY_1123,circumstances,without permission,QUERY_091
ENTITY_1124,persons,accused,QUERY_091
ENTITY_1125,persons,victim,QUERY_091
ENTITY_1126,objects,valuables,QUERY_092
ENTITY_1127,locations,home,QUERY_092
ENTITY_1128,locations,dwelling house,QUERY_092
ENTITY_1129,actions,entered,QUERY_092
ENTITY_1130,actions,stole,QUERY_092
ENTITY_1131,actions,taken,QUERY_092
ENTITY_1132,actions,broke into,QUERY_092
ENTITY_1133,actions,removed,QUERY_092
ENTITY_1134,circumstances,not at home,QUERY_092
ENTITY_1135,circumstances,without permission,QUERY_092
ENTITY_1136,persons,accused,QUERY_092
ENTITY_1137,persons,victim,QUERY_092
ENTITY_1138,objects,electronics,QUERY_093
ENTITY_1139,locations,house,QUERY_093
ENTITY_1140,locations,dwelling house,QUERY_093
ENTITY_1141,actions,entered,QUERY_093
ENTITY_1142,actions,stole,QUERY_093
ENTITY_1143,actions,taken,QUERY_093
ENTITY_1144,actions,broke into,QUERY_093
ENTITY_1145,actions,removed,QUERY_093
ENTITY_1146,circumstances,not at home,QUERY_093
ENTITY_1147,circumstances,without permission,QUERY_093
ENTITY_1148,persons,accused,QUERY_093
ENTITY_1149,persons,victim,QUERY_093
ENTITY_1150,objects,electronics,QUERY_094
ENTITY_1151,locations,home,QUERY_094
ENTITY_1152,locations,dwelling house,QUERY_094
ENTITY_1153,actions,entered,QUERY_094
ENTITY_1154,actions,stole,QUERY_094
ENTITY_1155,actions,taken,QUERY_094
ENTITY_1156,actions,broke into,QUERY_094
ENTITY_1157,actions,removed,QUERY_094
ENTITY_1158,circumstances,not at home,QUERY_094
ENTITY_1159,circumstances,without permission,QUERY_094
ENTITY_1160,persons,accused,QUERY_094
ENTITY_1161,persons,victim,QUERY_094
ENTITY_1162,objects,jewelry,QUERY_095
ENTITY_1163,locations,building,QUERY_095
ENTITY_1164,locations,dwelling house,QUERY_095
ENTITY_1165,actions,entered,QUERY_095
ENTITY_1166,actions,stole,QUERY_095
ENTITY_1167,actions,taken,QUERY_095
ENTITY_1168,actions,broke into,QUERY_095
ENTITY_1169,actions,removed,QUERY_095
ENTITY_1170,circumstances,not at home,QUERY_095
ENTITY_1171,circumstances,without permission,QUERY_095
ENTITY_1172,persons,accused,QUERY_095
ENTITY_1173,persons,victim,QUERY_095
ENTITY_1174,objects,electronics,QUERY_096
ENTITY_1175,locations,room,QUERY_096
ENTITY_1176,locations,dwelling house,QUERY_096
ENTITY_1177,actions,entered,QUERY_096
ENTITY_1178,actions,stole,QUERY_096
ENTITY_1179,actions,taken,QUERY_096
ENTITY_1180,actions,broke into,QUERY_096
ENTITY_1181,actions,removed,QUERY_096
ENTITY_1182,circumstances,not at home,QUERY_096
ENTITY_1183,circumstances,without permission,QUERY_096
ENTITY_1184,persons,accused,QUERY_096
ENTITY_1185,persons,victim,QUERY_096
ENTITY_1186,objects,valuables,QUERY_097
ENTITY_1187,locations,room,QUERY_097
ENTITY_1188,locations,dwelling house,QUERY_097
ENTITY_1189,actions,entered,QUERY_097
ENTITY_1190,actions,stole,QUERY_097
ENTITY_1191,actions,taken,QUERY_097
ENTITY_1192,actions,broke into,QUERY_097
ENTITY_1193,actions,removed,QUERY_097
ENTITY_1194,circumstances,not at home,QUERY_097
ENTITY_1195,circumstances,without permission,QUERY_097
ENTITY_1196,persons,accused,QUERY_097
ENTITY_1197,persons,victim,QUERY_097
ENTITY_1198,objects,electronics,QUERY_098
ENTITY_1199,locations,room,QUERY_098
ENTITY_1200,locations,dwelling house,QUERY_098
ENTITY_1201,actions,entered,QUERY_098
